Date(UTC)	Depth(m)	Temperature(C)	PAR	Angle	Dryness
2016-02-14 14:22:33.00	4.27	-1.740	1.48	45.000	0
2016-02-14 14:52:33.00	4.29	-1.740	1.5	44.000	0
2016-02-14 17:22:33.00	4.28	-1.740	1.49	45.000	0
2016-02-14 17:52:33.00	4.29	-1.740	1.48	45.000	0
2016-02-14 18:22:33.00	4.28	-1.740	1.47	44.000	0
2016-02-14 18:52:33.00	4.28	-1.740	1.49	44.000	0
2016-02-14 19:22:33.00	4.28	-1.740	1.48	44.000	0
2016-02-14 19:52:33.00	4.28	-1.740	1.49	44.000	0
2016-02-14 20:22:33.00	4.29	-1.740	1.5	44.000	0
2016-02-14 20:52:33.00	4.29	-1.740	1.49	44.000	0
2016-02-14 21:22:33.00	4.30	-1.740	1.48	45.000	0
2016-02-14 21:52:33.00	4.29	-1.740	1.49	45.000	0
2016-02-14 22:22:33.00	4.28	-1.740	1.49	45.000	0
2016-02-14 22:52:33.00	4.28	-1.740	1.5	45.000	0
2016-02-15 01:22:33.00	4.28	-1.740	1.49	44.000	0
2016-02-15 01:52:33.00	4.30	-1.740	1.48	44.000	0
2016-02-15 02:22:33.00	4.30	-1.740	1.47	45.000	0
2016-02-15 02:52:33.00	4.28	-1.740	1.48	44.000	0
2016-02-15 03:22:33.00	4.30	-1.740	1.5	45.000	0
2016-02-15 03:52:33.00	4.30	-1.740	1.5	44.000	0
2016-02-15 04:22:33.00	4.30	-1.740	1.5	45.000	0
2016-02-15 04:52:33.00	4.28	-1.740	1.48	45.000	0
2016-02-15 09:22:33.00	4.28	-1.740	1.49	45.000	0
2016-02-15 09:52:33.00	4.29	-1.740	1.5	45.000	0
2016-02-15 10:22:33.00	4.30	-1.740	1.5	45.000	0
2016-02-15 10:52:33.00	4.30	-1.740	1.46	45.000	0
2016-02-15 15:22:33.00	4.27	-1.740	1.51	45.000	0
2016-02-15 15:52:33.00	4.26	-1.740	1.49	45.000	0
2016-02-15 16:22:33.00	4.25	-1.740	1.49	45.000	0
2016-02-15 16:52:33.00	4.25	-1.740	1.48	44.000	0
2016-02-15 17:22:33.00	4.25	-1.740	1.52	45.000	0
2016-02-15 17:52:33.00	4.23	-1.740	1.5	44.000	0
2016-02-15 18:22:33.00	4.22	-1.740	1.47	45.000	0
2016-02-15 18:52:33.00	4.27	-1.740	1.5	44.000	0
2016-02-15 19:22:33.00	4.25	-1.740	1.49	44.000	0
2016-02-15 19:52:33.00	4.25	-1.740	1.5	45.000	0
2016-02-15 20:22:33.00	4.23	-1.740	1.47	45.000	0
2016-02-15 20:52:33.00	4.22	-1.740	1.48	45.000	0
2016-02-16 03:22:33.00	4.19	-1.740	1.48	45.000	0
2016-02-16 03:52:33.00	4.18	-1.740	1.51	44.000	0
2016-02-16 04:22:33.00	4.20	-1.740	1.49	45.000	0
2016-02-16 04:52:33.00	4.18	-1.740	1.51	45.000	0
2016-02-16 09:22:33.00	4.19	-1.740	1.5	45.000	0
2016-02-16 09:52:33.00	4.16	-1.740	1.49	45.000	0
2016-02-16 10:22:33.00	4.17	-1.740	1.49	44.000	0
2016-02-16 10:52:33.00	4.17	-1.740	1.5	45.000	0
2016-02-16 11:22:33.00	4.18	-1.740	1.53	45.000	0
2016-02-16 11:52:33.00	4.13	-1.740	1.49	44.000	0
2016-02-16 12:22:33.00	4.17	-1.740	1.5	45.000	0
2016-02-16 12:52:33.00	4.16	-1.740	1.5	45.000	0
2016-02-16 13:22:33.00	4.17	-1.740	1.48	44.000	0
2016-02-16 13:52:33.00	4.16	-1.740	1.5	44.000	0
2016-02-16 14:22:33.00	4.14	-1.740	1.48	45.000	0
2016-02-16 14:52:33.00	4.15	-1.740	1.5	45.000	0
2016-02-16 15:22:33.00	4.12	-1.740	1.51	44.000	0
2016-02-16 15:52:33.00	4.14	-1.740	1.47	45.000	0
2016-02-16 16:22:33.00	4.12	-1.740	1.5	44.000	0
2016-02-16 16:52:33.00	4.14	-1.740	1.49	45.000	0
2016-02-16 19:22:33.00	4.09	-1.740	1.51	44.000	0
2016-02-16 19:52:33.00	4.11	-1.740	1.49	44.000	0
2016-02-16 20:22:33.00	4.11	-1.740	1.49	45.000	0
2016-02-16 20:52:33.00	4.08	-1.740	1.47	44.000	0
2016-02-16 21:22:33.00	4.09	-1.740	1.49	44.000	0
2016-02-16 21:52:33.00	4.10	-1.740	1.5	44.000	0
2016-02-16 22:22:33.00	4.08	-1.740	1.5	44.000	0
2016-02-16 22:52:33.00	4.09	-1.740	1.49	44.000	0
2016-02-17 01:22:33.00	4.07	-1.740	1.49	44.000	0
2016-02-17 01:52:33.00	4.09	-1.740	1.48	45.000	0
2016-02-17 02:22:33.00	4.05	-1.740	1.51	44.000	0
2016-02-17 02:52:33.00	4.09	-1.740	1.5	44.000	0
2016-02-17 03:22:33.00	4.06	-1.740	1.48	45.000	0
2016-02-17 03:52:33.00	4.08	-1.740	1.5	45.000	0
2016-02-17 04:22:33.00	4.07	-1.740	1.5	45.000	0
2016-02-17 04:52:33.00	4.07	-1.740	1.49	45.000	0
2016-02-17 05:22:33.00	4.09	-1.740	1.5	45.000	0
2016-02-17 05:52:33.00	4.09	-1.740	1.5	44.000	0
2016-02-17 06:22:33.00	4.10	-1.740	1.48	44.000	0
2016-02-17 06:52:33.00	4.10	-1.740	1.48	44.000	0
2016-02-17 09:22:33.00	4.14	-1.740	1.5	45.000	0
2016-02-17 09:52:33.00	4.14	-1.740	1.5	44.000	0
2016-02-17 10:22:33.00	4.16	-1.740	1.5	44.000	0
2016-02-17 10:52:33.00	4.14	-1.740	1.49	45.000	0
2016-02-17 11:22:33.00	4.15	-1.740	1.51	44.000	0
2016-02-17 11:52:33.00	4.14	-1.740	1.46	44.000	0
2016-02-17 12:22:33.00	4.15	-1.740	1.5	44.000	0
2016-02-17 12:52:33.00	4.15	-1.740	1.52	44.000	0
2016-02-17 13:22:33.00	4.17	-1.740	1.49	44.000	0
2016-02-17 13:52:33.00	4.16	-1.740	1.51	44.000	0
2016-02-17 14:22:33.00	4.16	-1.740	1.47	44.000	0
2016-02-17 14:52:33.00	4.16	-1.740	1.5	45.000	0
2016-02-17 17:22:33.00	4.14	-1.740	1.48	44.000	0
2016-02-17 17:52:33.00	4.16	-1.740	1.51	44.000	0
2016-02-17 18:22:33.00	4.15	-1.740	1.51	44.000	0
2016-02-17 18:52:33.00	4.16	-1.740	1.5	44.000	0
2016-02-17 19:22:33.00	4.16	-1.730	1.5	45.000	0
2016-02-17 19:52:33.00	4.17	-1.740	1.49	45.000	0
2016-02-17 20:22:33.00	4.16	-1.740	1.5	45.000	0
2016-02-17 20:52:33.00	4.17	-1.740	1.47	45.000	0
2016-02-17 23:22:33.00	4.16	-1.740	1.49	45.000	0
2016-02-17 23:52:33.00	4.16	-1.740	1.5	45.000	0
2016-02-18 00:22:33.00	4.16	-1.740	1.49	45.000	0
2016-02-18 00:52:33.00	4.14	-1.740	1.5	45.000	0
2016-02-18 03:22:33.00	4.15	-1.740	1.48	45.000	0
2016-02-18 03:52:33.00	4.15	-1.740	1.5	44.000	0
2016-02-18 04:22:33.00	4.13	-1.740	1.5	45.000	0
2016-02-18 04:52:33.00	4.14	-1.730	1.5	45.000	0
2016-02-18 07:22:33.00	4.14	-1.740	1.49	44.000	0
2016-02-18 07:52:33.00	4.14	-1.740	1.49	45.000	0
2016-02-18 08:22:33.00	4.16	-1.740	1.5	44.000	0
2016-02-18 08:52:33.00	4.17	-1.740	1.52	44.000	0
2016-02-18 23:22:33.00	4.09	-1.730	1.51	44.000	0
2016-02-18 23:52:33.00	4.07	-1.730	1.47	44.000	0
2016-02-19 00:22:33.00	4.07	-1.730	1.5	44.000	0
2016-02-19 00:52:33.00	4.10	-1.740	1.49	45.000	0
2016-02-19 03:22:33.00	4.11	-1.740	1.51	44.000	0
2016-02-19 03:52:33.00	4.08	-1.740	1.5	44.000	0
2016-02-19 04:22:33.00	4.09	-1.730	1.5	45.000	0
2016-02-19 04:52:33.00	4.06	-1.730	1.51	44.000	0
2016-02-19 05:22:33.00	4.05	-1.740	1.5	44.000	0
2016-02-19 05:52:33.00	4.06	-1.730	1.49	45.000	0
2016-02-19 06:22:33.00	4.08	-1.740	1.49	44.000	0
2016-02-19 06:52:33.00	4.06	-1.730	1.51	44.000	0
2016-02-19 09:22:33.00	4.07	-1.740	1.51	44.000	0
2016-02-19 09:52:33.00	4.04	-1.740	1.51	44.000	0
2016-02-19 10:22:33.00	4.04	-1.740	1.48	44.000	0
2016-02-19 10:52:33.00	4.05	-1.730	1.47	45.000	0
2016-02-19 11:22:33.00	4.07	-1.740	1.5	44.000	0
2016-02-19 11:52:33.00	4.04	-1.740	1.49	44.000	0
2016-02-19 12:22:33.00	4.08	-1.740	1.48	44.000	0
2016-02-19 12:52:33.00	4.02	-1.730	1.51	44.000	0
2016-02-19 13:22:33.00	4.04	-1.740	1.49	45.000	0
2016-02-19 13:52:33.00	4.04	-1.740	1.49	45.000	0
2016-02-19 14:22:33.00	4.03	-1.740	1.48	45.000	0
2016-02-19 14:52:33.00	4.05	-1.740	1.5	44.000	0
2016-02-19 23:22:33.00	3.96	-1.730	1.49	45.000	0
2016-02-19 23:52:33.00	3.96	-1.730	1.47	45.000	0
2016-02-20 00:22:33.00	3.97	-1.740	1.49	44.000	0
2016-02-20 00:52:33.00	3.97	-1.730	1.5	44.000	0
2016-02-20 03:22:33.00	3.94	-1.730	1.5	44.000	0
2016-02-20 03:52:33.00	3.96	-1.740	1.5	44.000	0
2016-02-20 04:22:33.00	3.95	-1.730	1.49	44.000	0
2016-02-20 04:52:33.00	3.95	-1.730	1.48	44.000	0
2016-02-20 07:22:33.00	3.92	-1.730	1.49	44.000	0
2016-02-20 07:52:33.00	3.93	-1.730	1.48	44.000	0
2016-02-20 08:22:33.00	3.94	-1.730	1.51	44.000	0
2016-02-20 08:52:33.00	3.92	-1.730	1.5	44.000	0
2016-02-20 19:22:33.00	3.89	-1.730	1.5	44.000	0
2016-02-20 19:52:33.00	3.88	-1.730	1.5	44.000	0
2016-02-20 20:22:33.00	3.89	-1.730	1.48	44.000	0
2016-02-20 20:52:33.00	3.86	-1.730	1.48	44.000	0
2016-02-20 21:22:33.00	3.90	-1.730	1.49	44.000	0
2016-02-20 21:52:33.00	3.92	-1.730	1.49	44.000	0
2016-02-20 22:22:33.00	3.88	-1.730	1.49	44.000	0
2016-02-20 22:52:33.00	3.89	-1.730	1.51	44.000	0
2016-02-20 23:22:33.00	3.90	-1.730	1.48	44.000	0
2016-02-20 23:52:33.00	3.89	-1.730	1.49	44.000	0
2016-02-21 00:22:33.00	3.89	-1.730	1.51	44.000	0
2016-02-21 00:52:33.00	3.91	-1.730	1.52	44.000	0
2016-02-21 01:22:33.00	3.90	-1.730	1.48	44.000	0
2016-02-21 01:52:33.00	3.90	-1.730	1.49	44.000	0
2016-02-21 02:22:33.00	3.88	-1.730	1.48	44.000	0
2016-02-21 02:52:33.00	3.86	-1.730	1.5	44.000	0
2016-02-21 05:22:33.00	3.87	-1.730	1.5	44.000	0
2016-02-21 05:52:33.00	3.88	-1.730	1.48	44.000	0
2016-02-21 06:22:33.00	3.88	-1.730	1.5	44.000	0
2016-02-21 06:52:33.00	3.88	-1.730	1.48	44.000	0
2016-02-21 07:22:33.00	3.88	-1.730	1.49	44.000	0
2016-02-21 07:52:33.00	3.89	-1.730	1.49	44.000	0
2016-02-21 08:22:33.00	3.89	-1.730	1.51	44.000	0
2016-02-21 08:52:33.00	3.88	-1.730	1.5	44.000	0
2016-02-21 09:22:33.00	3.91	-1.730	1.48	44.000	0
2016-02-21 09:52:33.00	3.88	-1.730	1.49	44.000	0
2016-02-21 10:22:33.00	3.90	-1.730	1.47	44.000	0
2016-02-21 10:52:33.00	3.86	-1.730	1.49	44.000	0
2016-02-21 11:22:33.00	3.87	-1.730	1.46	44.000	0
2016-02-21 11:52:33.00	3.89	-1.730	1.51	44.000	0
2016-02-21 12:22:33.00	3.89	-1.730	1.5	44.000	0
2016-02-21 12:52:33.00	3.88	-1.730	1.51	44.000	0
2016-02-21 17:22:33.00	3.87	-1.730	1.5	44.000	0
2016-02-21 17:52:33.00	3.91	-1.730	1.5	44.000	0
2016-02-21 18:22:33.00	3.90	-1.730	1.49	44.000	0
2016-02-21 18:52:33.00	3.91	-1.730	1.48	44.000	0
2016-02-21 23:22:33.00	3.90	-1.730	1.52	45.000	0
2016-02-21 23:52:33.00	3.89	-1.730	1.48	44.000	0
2016-02-22 00:22:33.00	3.92	-1.730	1.48	44.000	0
2016-02-22 00:52:33.00	3.92	-1.730	1.49	44.000	0
2016-02-22 15:22:33.00	3.87	-1.720	1.48	44.000	0
2016-02-22 15:52:33.00	3.90	-1.730	1.51	44.000	0
2016-02-22 16:22:33.00	3.89	-1.730	1.5	44.000	0
2016-02-22 16:52:33.00	3.92	-1.720	1.51	44.000	0
2016-02-22 17:22:33.00	3.87	-1.730	1.5	44.000	0
2016-02-22 17:52:33.00	3.89	-1.730	1.5	44.000	0
2016-02-22 18:22:33.00	3.87	-1.730	1.49	44.000	0
2016-02-22 18:52:33.00	3.87	-1.720	1.5	44.000	0
2016-02-22 23:22:33.00	3.90	-1.720	1.49	44.000	0
2016-02-22 23:52:33.00	3.90	-1.730	1.49	44.000	0
2016-02-23 00:22:33.00	3.89	-1.730	1.49	44.000	0
2016-02-23 00:52:33.00	3.90	-1.720	1.5	45.000	0
2016-02-23 03:22:33.00	3.88	-1.720	1.51	44.000	0
2016-02-23 03:52:33.00	3.88	-1.720	1.5	44.000	0
2016-02-23 04:22:33.00	3.91	-1.720	1.5	44.000	0
2016-02-23 04:52:33.00	3.89	-1.730	1.48	44.000	0
2016-02-23 15:22:33.00	3.88	-1.720	1.5	44.000	0
2016-02-23 15:52:33.00	3.87	-1.720	1.47	45.000	0
2016-02-23 16:22:33.00	3.87	-1.720	1.51	44.000	0
2016-02-23 16:52:33.00	3.88	-1.720	1.47	44.000	0
2016-02-23 17:22:33.00	3.87	-1.720	1.52	44.000	0
2016-02-23 17:52:33.00	3.88	-1.720	1.51	44.000	0
2016-02-23 18:22:33.00	3.89	-1.720	1.51	44.000	0
2016-02-23 18:52:33.00	3.88	-1.720	1.48	44.000	0
2016-02-23 19:22:33.00	3.88	-1.720	1.49	44.000	0
2016-02-23 19:52:33.00	3.85	-1.720	1.5	44.000	0
2016-02-23 20:22:33.00	3.88	-1.720	1.51	44.000	0
2016-02-23 20:52:33.00	3.88	-1.720	1.49	44.000	0
2016-02-23 21:22:33.00	3.88	-1.720	1.5	44.000	0
2016-02-23 21:52:33.00	3.86	-1.720	1.49	44.000	0
2016-02-23 22:22:33.00	3.88	-1.720	1.51	44.000	0
2016-02-23 22:52:33.00	3.86	-1.720	1.5	44.000	0
2016-02-23 23:22:33.00	3.84	-1.720	1.5	44.000	0
2016-02-23 23:52:33.00	3.84	-1.720	1.49	44.000	0
2016-02-24 00:22:33.00	3.88	-1.720	1.5	44.000	0
2016-02-24 00:52:33.00	3.87	-1.720	1.52	44.000	0
2016-02-24 03:22:33.00	3.87	-1.720	1.51	44.000	0
2016-02-24 03:52:33.00	3.83	-1.720	1.49	44.000	0
2016-02-24 04:22:33.00	3.86	-1.720	1.49	44.000	0
2016-02-24 04:52:33.00	3.82	-1.720	1.5	44.000	0
2016-02-24 05:22:33.00	3.83	-1.720	1.48	44.000	0
2016-02-24 05:52:33.00	3.84	-1.720	1.47	44.000	0
2016-02-24 06:22:33.00	3.82	-1.720	1.5	44.000	0
2016-02-24 06:52:33.00	3.85	-1.720	1.48	44.000	0
2016-02-24 07:22:33.00	3.81	-1.720	1.51	44.000	0
2016-02-24 07:52:33.00	3.81	-1.720	1.49	44.000	0
2016-02-24 08:22:33.00	3.84	-1.720	1.49	44.000	0
2016-02-24 08:52:33.00	3.83	-1.720	1.51	44.000	0
2016-02-24 11:22:33.00	3.83	-1.720	1.5	44.000	0
2016-02-24 11:52:33.00	3.81	-1.720	1.5	44.000	0
2016-02-24 12:22:33.00	3.81	-1.720	1.48	44.000	0
2016-02-24 12:52:33.00	3.78	-1.720	1.47	44.000	0
2016-02-24 13:22:33.00	3.80	-1.720	1.5	44.000	0
2016-02-24 13:52:33.00	3.78	-1.720	1.49	44.000	0
2016-02-24 14:22:33.00	3.79	-1.720	1.48	44.000	0
2016-02-24 14:52:33.00	3.79	-1.720	1.5	44.000	0
2016-02-24 21:22:33.00	3.70	-1.720	1.49	44.000	0
2016-02-24 21:52:33.00	3.71	-1.720	1.48	44.000	0
2016-02-24 22:22:33.00	3.71	-1.720	1.5	44.000	0
2016-02-24 22:52:33.00	3.72	-1.720	1.47	44.000	0
2016-02-24 23:22:33.00	3.70	-1.720	1.49	44.000	0
2016-02-24 23:52:33.00	3.70	-1.720	1.5	44.000	0
2016-02-25 00:22:33.00	3.69	-1.720	1.49	44.000	0
2016-02-25 00:52:33.00	3.71	-1.720	1.5	44.000	0
2016-02-25 01:22:33.00	3.69	-1.720	1.48	44.000	0
2016-02-25 01:52:33.00	3.69	-1.720	1.48	44.000	0
2016-02-25 02:22:33.00	3.68	-1.720	1.49	44.000	0
2016-02-25 02:52:33.00	3.69	-1.730	1.52	44.000	0
2016-02-25 05:22:33.00	3.65	-1.720	1.5	44.000	0
2016-02-25 05:52:33.00	3.68	-1.720	1.51	44.000	0
2016-02-25 06:22:33.00	3.67	-1.720	1.5	44.000	0
2016-02-25 06:52:33.00	3.66	-1.720	1.48	44.000	0
2016-02-25 09:22:33.00	3.63	-1.720	1.51	44.000	0
2016-02-25 09:52:33.00	3.64	-1.720	1.49	44.000	0
2016-02-25 10:22:33.00	3.63	-1.720	1.48	44.000	0
2016-02-25 10:52:33.00	3.60	-1.720	1.49	44.000	0
2016-02-25 11:22:33.00	3.64	-1.720	1.5	44.000	0
2016-02-25 11:52:33.00	3.63	-1.720	1.5	44.000	0
2016-02-25 12:22:33.00	3.60	-1.720	1.5	44.000	0
2016-02-25 12:52:33.00	3.59	-1.720	1.49	44.000	0
2016-02-25 19:22:33.00	3.56	-1.720	1.48	44.000	0
2016-02-25 19:52:33.00	3.54	-1.710	1.48	44.000	0
2016-02-25 20:22:33.00	3.57	-1.720	1.48	44.000	0
2016-02-25 20:52:33.00	3.57	-1.720	1.51	44.000	0
2016-02-25 21:22:33.00	3.57	-1.710	1.49	44.000	0
2016-02-25 21:52:33.00	3.57	-1.710	1.48	44.000	0
2016-02-25 22:22:33.00	3.56	-1.710	1.51	44.000	0
2016-02-25 22:52:33.00	3.59	-1.720	1.51	44.000	0
2016-02-26 01:22:33.00	3.55	-1.710	1.49	44.000	0
2016-02-26 01:52:33.00	3.59	-1.710	1.5	44.000	0
2016-02-26 02:22:33.00	3.57	-1.710	1.48	44.000	0
2016-02-26 02:52:33.00	3.56	-1.710	1.49	44.000	0
2016-02-26 03:22:33.00	3.57	-1.710	1.5	44.000	0
2016-02-26 03:52:33.00	3.58	-1.710	1.5	44.000	0
2016-02-26 04:22:33.00	3.57	-1.710	1.49	44.000	0
2016-02-26 04:52:33.00	3.58	-1.710	1.51	44.000	0
2016-02-26 11:22:33.00	3.60	-1.710	1.5	44.000	0
2016-02-26 11:52:33.00	3.60	-1.710	1.5	44.000	0
2016-02-26 12:22:33.00	3.60	-1.710	1.48	44.000	0
2016-02-26 12:52:33.00	3.58	-1.710	1.49	43.000	0
2016-02-26 13:22:33.00	3.57	-1.710	1.5	44.000	0
2016-02-26 13:52:33.00	3.59	-1.710	1.49	44.000	0
2016-02-26 14:22:33.00	3.59	-1.710	1.5	44.000	0
2016-02-26 14:52:33.00	3.57	-1.710	1.5	44.000	0
2016-02-26 17:22:33.00	3.58	-1.700	1.5	44.000	0
2016-02-26 17:52:33.00	3.58	-1.710	1.5	43.000	0
2016-02-26 18:22:33.00	3.60	-1.710	1.49	44.000	0
2016-02-26 18:52:33.00	3.59	-1.700	1.5	44.000	0
2016-02-27 05:22:33.00	3.55	-1.700	1.49	44.000	0
2016-02-27 05:52:33.00	3.53	-1.710	1.51	43.000	0
2016-02-27 06:22:33.00	3.53	-1.700	1.5	44.000	0
2016-02-27 06:52:33.00	3.52	-1.700	1.5	44.000	0
2016-02-27 07:22:33.00	3.53	-1.700	1.5	44.000	0
2016-02-27 07:52:33.00	3.52	-1.710	1.49	43.000	0
2016-02-27 08:22:33.00	3.51	-1.700	1.49	44.000	0
2016-02-27 08:52:33.00	3.52	-1.700	1.49	44.000	0
2016-02-27 15:22:33.00	3.46	-1.710	1.49	43.000	0
2016-02-27 15:52:33.00	3.46	-1.710	1.47	43.000	0
2016-02-27 16:22:33.00	3.47	-1.710	1.48	43.000	0
2016-02-27 16:52:33.00	3.46	-1.710	1.5	43.000	0
2016-02-27 17:22:33.00	3.44	-1.710	1.5	44.000	0
2016-02-27 17:52:33.00	3.45	-1.710	1.48	44.000	0
2016-02-27 18:22:33.00	3.45	-1.710	1.52	43.000	0
2016-02-27 18:52:33.00	3.43	-1.710	1.49	44.000	0
2016-02-27 21:22:33.00	3.44	-1.710	1.48	43.000	0
2016-02-27 21:52:33.00	3.42	-1.710	1.47	43.000	0
2016-02-27 22:22:33.00	3.41	-1.710	1.5	43.000	0
2016-02-27 22:52:33.00	3.41	-1.710	1.49	43.000	0
2016-02-27 23:22:33.00	3.39	-1.710	1.5	44.000	0
2016-02-27 23:52:33.00	3.44	-1.710	1.51	43.000	0
2016-02-28 00:22:33.00	3.39	-1.710	1.5	44.000	0
2016-02-28 00:52:33.00	3.39	-1.710	1.5	43.000	0
2016-02-28 01:22:33.00	3.41	-1.710	1.49	44.000	0
2016-02-28 01:52:33.00	3.40	-1.710	1.52	43.000	0
2016-02-28 02:22:33.00	3.40	-1.710	1.5	43.000	0
2016-02-28 02:52:33.00	3.39	-1.710	1.5	44.000	0
2016-02-28 03:22:33.00	3.37	-1.710	1.47	44.000	0
2016-02-28 03:52:33.00	3.37	-1.710	1.49	43.000	0
2016-02-28 04:22:33.00	3.40	-1.710	1.5	44.000	0
2016-02-28 04:52:33.00	3.38	-1.710	1.49	43.000	0
2016-02-28 07:22:33.00	3.40	-1.710	1.5	44.000	0
2016-02-28 07:52:33.00	3.42	-1.710	1.49	43.000	0
2016-02-28 08:22:33.00	3.42	-1.710	1.5	43.000	0
2016-02-28 08:52:33.00	3.41	-1.710	1.49	44.000	0
2016-02-28 09:22:33.00	3.42	-1.710	1.49	43.000	0
2016-02-28 09:52:33.00	3.40	-1.710	1.48	44.000	0
2016-02-28 10:22:33.00	3.43	-1.710	1.5	44.000	0
2016-02-28 10:52:33.00	3.42	-1.710	1.5	44.000	0
2016-02-28 11:22:33.00	3.41	-1.710	1.48	44.000	0
2016-02-28 11:52:33.00	3.42	-1.710	1.5	43.000	0
2016-02-28 12:22:33.00	3.45	-1.710	1.49	43.000	0
2016-02-28 12:52:33.00	3.43	-1.710	1.48	44.000	0
2016-02-28 15:22:33.00	3.42	-1.710	1.5	43.000	0
2016-02-28 15:52:33.00	3.46	-1.710	1.48	43.000	0
2016-02-28 16:22:33.00	3.46	-1.710	1.5	43.000	0
2016-02-28 16:52:33.00	3.45	-1.710	1.49	44.000	0
2016-02-28 19:22:33.00	3.46	-1.710	1.5	43.000	0
2016-02-28 19:52:33.00	3.43	-1.710	1.5	43.000	0
2016-02-28 20:22:33.00	3.45	-1.710	1.51	43.000	0
2016-02-28 20:52:33.00	3.47	-1.710	1.51	43.000	0
2016-02-28 21:22:33.00	3.46	-1.710	1.52	43.000	0
2016-02-28 21:52:33.00	3.46	-1.710	1.49	44.000	0
2016-02-28 22:22:33.00	3.46	-1.710	1.52	44.000	0
2016-02-28 22:52:33.00	3.46	-1.710	1.49	43.000	0
2016-02-28 23:22:33.00	3.46	-1.710	1.5	43.000	0
2016-02-28 23:52:33.00	3.49	-1.710	1.48	43.000	0
2016-02-29 00:22:33.00	3.46	-1.710	1.48	43.000	0
2016-02-29 00:52:33.00	3.46	-1.710	1.51	43.000	0
2016-02-29 01:22:33.00	3.46	-1.710	1.5	43.000	0
2016-02-29 01:52:33.00	3.46	-1.710	1.48	44.000	0
2016-02-29 02:22:33.00	3.47	-1.710	1.52	43.000	0
2016-02-29 02:52:33.00	3.48	-1.710	1.52	43.000	0
2016-02-29 03:22:33.00	3.46	-1.710	1.49	43.000	0
2016-02-29 03:52:33.00	3.48	-1.710	1.5	43.000	0
2016-02-29 04:22:33.00	3.46	-1.710	1.5	43.000	0
2016-02-29 04:52:33.00	3.48	-1.710	1.49	43.000	0
2016-02-29 09:22:33.00	3.45	-1.710	1.52	44.000	0
2016-02-29 09:52:33.00	3.46	-1.710	1.51	43.000	0
2016-02-29 10:22:33.00	3.46	-1.710	1.5	43.000	0
2016-02-29 10:52:33.00	3.44	-1.710	1.47	44.000	0
2016-02-29 11:22:33.00	3.46	-1.710	1.5	43.000	0
2016-02-29 11:52:33.00	3.44	-1.710	1.51	43.000	0
2016-02-29 12:22:33.00	3.44	-1.710	1.47	43.000	0
2016-02-29 12:52:33.00	3.46	-1.710	1.49	43.000	0
2016-02-29 19:22:33.00	3.42	-1.710	1.49	43.000	0
2016-02-29 19:52:33.00	3.41	-1.710	1.49	44.000	0
2016-02-29 20:22:33.00	3.40	-1.710	1.5	43.000	0
2016-02-29 20:52:33.00	3.41	-1.710	1.51	43.000	0
2016-03-01 05:22:33.00	3.39	-1.710	1.48	43.000	0
2016-03-01 05:52:33.00	3.39	-1.710	1.49	43.000	0
2016-03-01 06:22:33.00	3.37	-1.710	1.5	43.000	0
2016-03-01 06:52:33.00	3.38	-1.710	1.52	43.000	0
2016-03-01 11:22:33.00	3.40	-1.710	1.48	43.000	0
2016-03-01 11:52:33.00	3.44	-1.710	1.51	43.000	0
2016-03-01 12:22:33.00	3.44	-1.710	1.5	43.000	0
2016-03-01 12:52:33.00	3.44	-1.710	1.49	43.000	0
2016-03-01 15:22:33.00	3.43	-1.710	1.51	43.000	0
2016-03-01 15:52:33.00	3.41	-1.710	1.49	43.000	0
2016-03-01 16:22:33.00	3.42	-1.710	1.52	43.000	0
2016-03-01 16:52:33.00	3.40	-1.710	1.5	43.000	0
2016-03-01 21:22:33.00	3.40	-1.710	1.5	43.000	0
2016-03-01 21:52:33.00	3.40	-1.710	1.5	43.000	0
2016-03-01 22:22:33.00	3.41	-1.710	1.51	43.000	0
2016-03-01 22:52:33.00	3.42	-1.710	1.5	43.000	0
2016-03-01 23:22:33.00	3.40	-1.710	1.49	43.000	0
2016-03-01 23:52:33.00	3.38	-1.710	1.5	43.000	0
2016-03-02 00:22:33.00	3.41	-1.710	1.49	43.000	0
2016-03-02 00:52:33.00	3.38	-1.710	1.5	43.000	0
2016-03-02 03:22:33.00	3.36	-1.710	1.49	43.000	0
2016-03-02 03:52:33.00	3.37	-1.710	1.49	43.000	0
2016-03-02 04:22:33.00	3.36	-1.710	1.5	43.000	0
2016-03-02 04:52:33.00	3.36	-1.710	1.49	43.000	0
2016-03-02 05:22:33.00	3.35	-1.710	1.49	43.000	0
2016-03-02 05:52:33.00	3.35	-1.710	1.5	43.000	0
2016-03-02 06:22:33.00	3.34	-1.710	1.51	43.000	0
2016-03-02 06:52:33.00	3.34	-1.710	1.5	43.000	0
2016-03-02 11:22:33.00	3.34	-1.710	1.48	43.000	0
2016-03-02 11:52:33.00	3.34	-1.710	1.48	43.000	0
2016-03-02 12:22:33.00	3.30	-1.710	1.51	43.000	0
2016-03-02 12:52:33.00	3.34	-1.710	1.48	43.000	0
2016-03-02 13:22:33.00	3.34	-1.710	1.49	43.000	0
2016-03-02 13:52:33.00	3.31	-1.710	1.5	43.000	0
2016-03-02 14:22:33.00	3.32	-1.710	1.51	43.000	0
2016-03-02 14:52:33.00	3.32	-1.710	1.47	43.000	0
